"Geneid","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000019582.14_4",2968,3038,3627,3845
"ENSG00000164587.12_4",1957,2943,2416,2221
"ENSG00000070614.14_3",1788,2201,3618,3328
"ENSG00000171992.12_2",566,402,143,121
"ENSG00000164591.13_2",2,5,0,0
"ENSG00000086589.11_2",1363,1333,764,810
"ENSG00000132912.12_2",1281,1327,782,710
"ENSG00000256235.2_3",1,6,1,1
"ENSG00000145908.12_2",215,214,129,90
"ENSG00000197083.11_4",0,1,9,2
"ENSG00000211445.11_4",3075,4838,3857,3787
"ENSG00000145901.15_6",1682,2154,1362,1332
"ENSG00000197043.13_2",2600,3195,2813,2459
"ENSG00000198624.12_2",1160,1308,1484,1370
"ENSG00000196743.8_3",1169,1275,1662,1684
"ENSG00000123643.12_4",578,567,419,411
"ENSG00000271795.1_5",3,9,4,5
"ENSG00000113140.10_4",3435,3059,3384,3242
"ENSG00000177556.11_3",233,265,215,223
"ENSG00000213433.5_4",6,5,3,6
"ENSG00000275765.5_6",10,9,6,9
"ENSG00000145907.14_3",4291,4761,2443,2184
"ENSG00000055147.18_3",360,440,195,195
"ENSG00000037749.12_4",406,436,420,359
"ENSG00000164574.15_3",885,822,883,836
"ENSG00000245275.7_6",22,7,18,26
"ENSG00000164576.11_2",336,402,435,368
"ENSG00000155506.16_3",8177,9435,7961,7327
"ENSG00000170271.10_4",791,764,1018,1038
"ENSG00000155508.13_4",773,938,511,540
"ENSG00000082516.8_2",1538,1735,929,859
"ENSG00000082515.17_3",781,901,413,413
"ENSG00000231989.4_5",4,10,6,4
"ENSG00000113249.12_3",91,96,167,163
"ENSG00000135077.8_3",1,8,4,2
"ENSG00000155868.7_3",232,261,173,190
"ENSG00000055163.19_4",1778,1785,2035,2026
"ENSG00000248544.2_6",1,3,3,5
"ENSG00000135074.15_4",353,200,242,249
"ENSG00000113272.13_2",387,381,198,189
"ENSG00000155858.5_2",216,285,166,165
"ENSG00000113282.13_2",3733,3727,2929,2975
"ENSG00000145860.11_4",730,750,603,645
"ENSG00000164332.7_2",1058,812,590,801
"ENSG00000248626.1_4",0,7,4,4
"ENSG00000113312.10_3",1268,1275,622,576
"ENSG00000170234.12_2",510,601,338,306
"ENSG00000170231.15_2",7,5,1,1
"ENSG00000135083.15_5",307,290,269,271
"ENSG00000254373.1_5",14,14,3,18
"ENSG00000221886.3_2",77,77,58,52
"ENSG00000164609.9_2",1358,1531,945,811
"ENSG00000164611.12_3",1575,2052,293,291
"ENSG00000253522.6_4",90,114,68,66
"ENSG00000113328.18_3",4714,5325,6059,5648
"ENSG00000170584.10_2",629,610,361,374
"ENSG00000072571.19_4",1466,1744,223,174
"ENSG00000038274.16_3",600,565,387,322
"ENSG00000229119.3_5",42,40,24,71
"ENSG00000113645.14_4",619,640,771,706
"ENSG00000113643.8_2",2198,2305,1532,1448
"ENSG00000188573.7_3",5,1,7,4
"ENSG00000120137.6_3",3099,3604,2149,2032
"ENSG00000233913.7_4",11,22,26,21
"ENSG00000184347.14_4",1,1,7,0
"ENSG00000254042.1_5",0,3,6,8
"ENSG00000040275.16_5",765,897,225,187
"ENSG00000181163.13_3",22508,26809,9147,8264
"ENSG00000072803.17_3",1746,1755,1361,1239
"ENSG00000072786.12_3",560,601,396,325
"ENSG00000168246.5_3",1088,1099,1006,880
"ENSG00000174705.12_3",687,588,418,446
"ENSG00000214357.8_2",13,14,3,7
"ENSG00000253683.1_5",56,49,19,30
"ENSG00000120129.5_2",561,559,736,710
"ENSG00000113719.15_3",3924,4604,4956,4833
"ENSG00000204758.7_5",25,24,28,24
"ENSG00000037241.7_3",410,423,252,213
"ENSG00000253785.1_5",4,9,7,9
"ENSG00000113732.8_3",1559,1561,1257,1268
"ENSG00000164463.12_2",253,255,313,258
"ENSG00000113734.17_3",94,106,80,96
"ENSG00000183072.9_3",2,10,2,6
"ENSG00000113739.10_3",1630,2319,1850,1603
"ENSG00000145919.10_2",1206,1405,970,910
"ENSG00000253428.1_4",2,7,2,0
"ENSG00000253686.1_4",112,94,72,99
"ENSG00000254211.5_4",6,4,2,2
"ENSG00000113742.12_3",1191,1125,1695,1625
"ENSG00000170091.10_6",7,3,7,1
"ENSG00000213376.4_4",14,11,11,19
"ENSG00000249031.1_4",13,24,19,23
"ENSG00000164466.12_5",1541,1731,1280,1122
"ENSG00000145920.14_3",3699,3893,547,506
"ENSG00000051596.9_3",256,360,138,101
"ENSG00000285476.1_2",0,1,4,5
"ENSG00000248596.7_6",0,0,3,5
"ENSG00000283235.1_5",0,1,13,13
"ENSG00000170085.17_3",529,574,401,375
"ENSG00000251667.1_4",3,6,4,4
"ENSG00000122203.14_3",2306,2603,2453,2318
"ENSG00000175414.6_3",8,1,4,1
"ENSG00000048162.20_3",503,519,268,248
"ENSG00000146066.2_3",339,369,400,343
"ENSG00000175416.12_2",443,439,360,363
"ENSG00000113194.12_3",1758,1968,1104,1026
"ENSG00000146083.11_2",2475,2736,1379,1370
"ENSG00000074276.10_4",713,883,706,727
"ENSG00000169258.6_2",75,105,41,27
"ENSG00000048140.17_4",365,365,427,429
"ENSG00000087206.16_4",587,673,415,338
"ENSG00000113761.11_4",339,420,340,291
"ENSG00000251666.1_5",15,6,16,11
"ENSG00000160867.14_3",2688,3824,3091,2830
"ENSG00000165671.20_4",5,4,14,12
"ENSG00000169228.13_3",30,37,57,44
"ENSG00000213347.10_3",122,172,89,76
"ENSG00000169230.9_2",2656,3370,2013,2015
"ENSG00000169223.14_4",3036,3947,3537,3322
"ENSG00000169220.17_2",350,329,325,288
"ENSG00000131187.9_2",38,48,229,253
"ENSG00000198055.10_3",323,434,329,299
"ENSG00000246334.2_5",42,59,29,21
"ENSG00000131188.11_2",36,132,78,112
"ENSG00000113758.13_5",3642,3577,2015,2175
"ENSG00000279821.1_5",15,14,11,7
"ENSG00000196923.13_4",1004,1121,795,815
"ENSG00000146094.14_4",131,142,60,69
"ENSG00000183258.11_3",1236,1401,861,810
"ENSG00000146067.15_4",556,689,720,707
"ENSG00000272459.1_5",1,5,9,5
"ENSG00000184840.11_2",1566,2043,2038,1799
"ENSG00000027847.13_3",301,402,293,299
"ENSG00000247679.2_5",16,22,22,29
"ENSG00000246596.7_5",2,5,3,10
"ENSG00000249849.1_5",3,1,18,11
"ENSG00000170089.15_5",140,149,70,69
"ENSG00000249684.5_6",4,6,2,0
"ENSG00000249129.1_4",6,9,11,8
"ENSG00000218227.3_5",42,52,52,50
"ENSG00000145911.5_4",2,7,1,3
"ENSG00000145916.18_4",268,309,266,267
"ENSG00000145912.8_2",472,556,350,285
"ENSG00000197451.11_3",3433,3810,1623,1389
"ENSG00000175309.14_3",495,542,573,538
"ENSG00000113240.12_3",542,525,797,691
"ENSG00000169131.12_3",195,214,172,137
"ENSG00000178338.10_2",273,266,257,238
"ENSG00000198939.7_3",15,16,15,10
"ENSG00000234284.6_5",31,52,25,33
"ENSG00000177932.6_2",1,0,1,6
"ENSG00000253144.1_5",23,30,21,18
"ENSG00000087116.15_4",42,60,49,57
"ENSG00000176783.14_4",619,619,517,475
"ENSG00000244945.1_5",1,2,8,5
"ENSG00000169045.17_3",18603,20921,13459,12153
"ENSG00000127022.14_3",17805,21047,13386,12058
"ENSG00000161021.12_4",1136,1392,1252,1135
"ENSG00000213316.9_4",0,5,1,1
"ENSG00000161013.16_3",821,1065,1231,1151
"ENSG00000161011.19_3",2922,3032,2717,2767
"ENSG00000161010.14_5",635,709,546,523
"ENSG00000245317.2_5",21,22,19,19
"ENSG00000197226.12_1",1767,2180,1861,1778
"ENSG00000113269.13_4",694,824,629,644
"ENSG00000050748.17_5",1360,1408,746,710
"ENSG00000248367.1_5",7,8,9,4
"ENSG00000131459.12_3",8,3,3,2
"ENSG00000113300.11_2",1191,1285,1179,1092
"ENSG00000131446.16_4",983,1321,1445,1222
"ENSG00000280161.1_5",9,6,4,12
"ENSG00000196670.13_4",428,520,349,326
"ENSG00000165810.16_2",1,2,4,7
"ENSG00000146054.17_2",1,1,2,5
"ENSG00000146063.19_2",1064,1127,593,633
"ENSG00000204628.11_4",10329,13790,12869,11817
"ENSG00000233937.6_5",129,140,159,128
"ENSG00000183718.5_2",439,511,403,379
"ENSG00000248275.1_5",103,111,139,138
"ENSG00000248103.1_5",8,9,9,11
"ENSG00000274525.1_5",4,5,4,1
"ENSG00000238035.8_5",42,52,46,35
"ENSG00000112679.14_4",554,623,486,468
"ENSG00000137265.14_2",0,2,6,5
"ENSG00000112685.13_3",895,927,712,585
"ENSG00000270937.1_5",11,4,6,6
"ENSG00000164379.6_3",3257,3218,1184,1243
"ENSG00000054598.7_3",175,143,129,132
"ENSG00000112699.10_4",5989,6256,4600,4711
"ENSG00000250903.8_5",127,191,191,169
"ENSG00000236086.4_2",1,4,2,5
"ENSG00000272465.1_6",19,15,14,24
"ENSG00000145949.10_3",5,21,18,8
"ENSG00000124535.15_3",1867,2352,860,800
"ENSG00000021355.12_2",1486,1451,1224,1073
"ENSG00000230438.6_4",5,1,6,3
"ENSG00000170542.5_2",615,694,426,393
"ENSG00000124570.19_4",1933,1978,1365,1171
"ENSG00000244041.7_5",40,50,49,44
"ENSG00000124588.19_3",740,849,724,646
"ENSG00000224846.2_5",4,3,4,9
"ENSG00000229282.2_5",0,1,0,5
"ENSG00000137275.13_2",916,877,778,762
"ENSG00000272277.1_5",7,12,12,10
"ENSG00000137274.12_3",357,477,754,661
"ENSG00000137267.5_2",342,411,149,158
"ENSG00000230269.6_5",143,195,169,158
"ENSG00000137285.9_2",471,518,261,271
"ENSG00000180822.11_2",214,276,243,184
"ENSG00000137266.14_2",1637,1987,3470,3309
"ENSG00000168994.13_2",668,880,988,922
"ENSG00000270504.1_5",212,262,287,237
"ENSG00000260604.2_5",524,532,638,536
"ENSG00000230648.1_5",3,6,4,3
"ENSG00000112739.16_2",5940,6288,4628,4010
"ENSG00000198721.12_5",2720,2928,2933,2999
"ENSG00000234817.2_6",15,11,5,10
"ENSG00000153046.17_2",588,634,485,519
"ENSG00000124787.13_3",334,378,325,287
"ENSG00000272142.1_5",109,126,280,253
"ENSG00000271978.1_5",15,16,11,20
"ENSG00000220685.3_5",4,1,10,2
"ENSG00000219607.3_2",57,61,55,36
"ENSG00000214113.10_4",574,677,501,417
"ENSG00000145982.12_4",189,224,113,115
"ENSG00000124785.8_2",2,3,5,0
"ENSG00000261211.1_5",1,3,7,5
"ENSG00000219986.2_4",6,6,2,5
"ENSG00000124782.19_5",2256,2883,2698,2394
"ENSG00000225092.2_6",0,0,2,7
"ENSG00000124783.13_4",8542,9189,8767,8815
"ENSG00000220472.1_5",159,236,182,256
"ENSG00000124784.8_2",1080,1169,731,671
"ENSG00000233503.1_4",6,7,3,1
"ENSG00000234115.2_5",0,2,5,7
"ENSG00000261189.1_5",83,104,110,67
"ENSG00000096696.13_3",26181,31232,15872,14922
"ENSG00000168566.12_2",2113,2157,985,1135
"ENSG00000239264.8_3",272,331,352,317
"ENSG00000188428.19_3",749,788,499,509
"ENSG00000124802.11_3",540,535,242,250
"ENSG00000124786.11_4",406,433,520,474
"ENSG00000285219.1_2",191,234,440,424
"ENSG00000111846.17_5",745,844,1290,1105
"ENSG00000111845.4_2",953,1041,415,410
"ENSG00000111843.13_2",739,772,632,583
"ENSG00000137210.13_4",910,1171,806,668
"ENSG00000111837.11_4",3,6,8,4
"ENSG00000153157.12_4",6,8,3,5
"ENSG00000197977.3_2",3057,3471,4105,3635
"ENSG00000230314.6_5",5,6,3,7
"ENSG00000224531.5_2",318,312,385,387
"ENSG00000111859.16_4",3789,5360,3749,3471
"ENSG00000205269.5_2",686,809,864,822
"ENSG00000229896.2_6",3,0,5,7
"ENSG00000095951.16_3",635,738,669,580
"ENSG00000078401.6_2",117,114,72,80
"ENSG00000212802.4_2",40,46,41,42
"ENSG00000215022.7_6",29,22,23,20
"ENSG00000145979.17_4",147,148,89,106
"ENSG00000272379.1_6",26,32,15,17
"ENSG00000145990.10_2",193,190,196,186
"ENSG00000124523.15_3",526,564,456,398
"ENSG00000261071.1_5",81,84,73,101
"ENSG00000225921.6_2",1194,1371,696,638
"ENSG00000268059.1",5,15,7,3
"ENSG00000010017.12_2",2693,2645,2155,1997
"ENSG00000050393.11_3",782,814,756,710
"ENSG00000272209.1_5",3,2,5,0
"ENSG00000112149.9_2",32,37,51,48
"ENSG00000271888.1_5",8,4,3,9
"ENSG00000008083.13_2",1764,1775,1154,1103
"ENSG00000047579.19_3",246,266,182,129
"ENSG00000007944.14_2",116,127,111,123
"ENSG00000282024.1_5",0,0,5,10
"ENSG00000124788.18_4",1112,1316,1003,926
"ENSG00000229931.1_5",33,36,63,39
"ENSG00000272341.1_5",149,150,320,280
"ENSG00000112183.14_2",184,156,125,92
"ENSG00000112186.11_2",1176,1118,1193,1101
"ENSG00000184612.8_2",5,5,3,4
"ENSG00000137414.5_2",2370,2592,3291,2845
"ENSG00000124789.11_3",3319,3510,2132,1971
"ENSG00000272269.1_5",11,20,12,14
"ENSG00000137177.19_3",2017,2251,1895,1765
"ENSG00000187566.5_2",8,7,5,8
"ENSG00000137364.4_2",1001,1008,866,760
"ENSG00000165097.14_3",1356,1238,617,592
"ENSG00000124795.15_4",11091,11545,3178,2880
"ENSG00000137393.9_2",313,304,367,386
"ENSG00000228412.8_6",42,30,19,21
"ENSG00000172201.11_3",55,47,17,14
"ENSG00000112242.14_4",821,880,723,761
"ENSG00000224707.1_5",6,2,0,0
"ENSG00000145996.11_2",571,621,384,318
"ENSG00000124766.6_3",2914,2267,1971,1996
"ENSG00000272168.6_5",3,1,3,7
"ENSG00000152954.11_2",7,2,0,2
"ENSG00000146038.11_2",2848,3014,1516,1365
"ENSG00000124532.14_4",2091,2017,1089,1044
"ENSG00000112293.14_2",170,162,194,176
"ENSG00000112294.12_3",1903,2197,2223,2086
"ENSG00000137261.13_3",8,2,1,1
"ENSG00000111802.13_3",1630,1766,1078,980
"ENSG00000112304.10_2",721,798,973,899
"ENSG00000272345.1_5",11,13,8,5
"ENSG00000112308.12_2",2921,2988,1586,1488
"ENSG00000112312.9_3",1309,1501,606,564
"ENSG00000111913.18_5",2,3,10,7
"ENSG00000214975.4_4",31,24,24,22
"ENSG00000219682.4_5",16,19,2,13
"ENSG00000079691.17_5",352,318,321,341
"ENSG00000079689.13_2",279,276,732,695
"ENSG00000146039.10_3",10,19,44,40
"ENSG00000124568.10_2",2,6,76,80
"ENSG00000124564.17_3",0,1,32,31
"ENSG00000112337.10_3",124,194,669,529
"ENSG00000112343.10_2",491,534,554,564
"ENSG00000272462.2_5",113,123,176,173
"ENSG00000272810.1_5",1,3,6,2
"ENSG00000274267.1_2",6,6,2,5
"ENSG00000278272.1_2",11,18,2,2
"ENSG00000187837.3_2",73,105,134,148
"ENSG00000010704.18_4",82,110,58,47
"ENSG00000180596.7_2",61,60,286,271
"ENSG00000180573.9_3",415,360,1224,1204
"ENSG00000168298.6_2",4,6,6,4
"ENSG00000158373.8_3",198,154,409,375
"ENSG00000283064.1_5",0,2,7,3
"ENSG00000274290.2_3",23,20,109,82
"ENSG00000282988.2_5",9,9,18,25
"ENSG00000197846.3",9,6,12,12
"ENSG00000217275.2_5",2,3,6,9
"ENSG00000276966.2_2",31,15,50,65
"ENSG00000187990.4",18,27,55,49
"ENSG00000277075.2_2",5,13,22,30
"ENSG00000274750.2_2",74,78,200,187
"ENSG00000275713.2_2",5,12,18,14
"ENSG00000273983.1_2",2,2,12,6
"ENSG00000158406.4_3",41,32,127,160
"ENSG00000220875.1_4",4,5,4,3
"ENSG00000186470.13_4",865,951,749,685
"ENSG00000124508.16_4",494,542,505,471
"ENSG00000026950.16_4",392,409,653,515
"ENSG00000124549.14_4",130,170,160,126
"ENSG00000111801.15_4",239,196,342,288
"ENSG00000112763.16_4",1033,1297,1260,1133
"ENSG00000124557.12_2",7,3,3,1
"ENSG00000228223.3_5",5,6,6,3
"ENSG00000182952.4_3",577,640,124,117
"ENSG00000146109.4_2",547,741,413,384
"ENSG00000181315.10_3",218,240,172,131
"ENSG00000285571.1_1",13,14,19,20
"ENSG00000261584.1_5",63,36,52,53
"ENSG00000241549.8_2",16,15,17,13
"ENSG00000124635.8_2",10,7,6,10
"ENSG00000196787.3_2",9,8,11,16
"ENSG00000197903.7_2",37,39,86,93
"ENSG00000204789.4_5",6,18,17,30
"ENSG00000124613.8_3",97,93,106,87
"ENSG00000237154.2_4",8,8,9,5
"ENSG00000096654.15_2",381,371,214,190
"ENSG00000281706.2_2",25,38,25,25
"ENSG00000185130.5_2",6,8,28,20
"ENSG00000196747.4_2",42,37,111,84
"ENSG00000278828.1_2",270,217,483,524
"ENSG00000276368.1_2",16,13,1,1
"ENSG00000233822.4_3",85,89,213,222
"ENSG00000275221.1_2",8,8,19,31
"ENSG00000274641.1_2",7,7,7,3
"ENSG00000168126.3_2",4,2,5,1
"ENSG00000124657.1_2",2,7,9,20
"ENSG00000272009.1_5",0,7,2,0
"ENSG00000197279.3_2",97,88,50,45
"ENSG00000219891.2_2",40,32,18,16
"ENSG00000269293.2_5",134,109,100,145
"ENSG00000196812.4_2",237,254,177,205
"ENSG00000198315.10_2",2905,3100,2752,2474
"ENSG00000226314.8_4",74,93,76,48
"ENSG00000280107.1_5",33,28,21,24
"ENSG00000176933.5_4",12,6,15,12
"ENSG00000137185.12_3",280,278,299,281
"ENSG00000187626.8_2",98,119,123,110
"ENSG00000197062.11_4",426,417,372,333
"ENSG00000137338.5_2",214,252,237,228
"ENSG00000235109.7_5",127,132,92,74
"ENSG00000189298.13_2",265,264,249,234
"ENSG00000158691.14_2",404,435,286,268
"ENSG00000187987.9_2",31,33,22,20
"ENSG00000231162.4_4",7,1,3,3
"ENSG00000232040.3_3",108,98,77,76
"ENSG00000235559.1_4",18,28,15,11
"ENSG00000204713.10_2",2581,2774,2153,1975
"ENSG00000227214.2_5",17,15,11,13
"ENSG00000204701.2_4",3,5,3,0
"ENSG00000213886.3_3",5,5,28,33
"ENSG00000204681.10_3",249,168,27,34
"ENSG00000235238.1_4",60,73,55,39
"ENSG00000204642.13_3",23,36,81,72
"ENSG00000214922.9_5",54,75,60,75
"ENSG00000273340.1_2",7,18,22,21
"ENSG00000204632.11_2",14,23,46,38
"ENSG00000285799.1_1",2,11,8,3
"ENSG00000206341.7_2",26,31,110,79
"ENSG00000230795.3_2",16,23,24,27
"ENSG00000206503.12_3",3385,4590,9425,8680
"ENSG00000227766.1_5",5,17,9,12
"ENSG00000229390.1_2",3,6,2,4
"ENSG00000204623.9_6",400,432,314,314
"ENSG00000204622.11_2",0,3,11,13
"ENSG00000237669.1_5",5,11,6,1
"ENSG00000066379.14_2",100,113,82,64
"ENSG00000204619.7_2",1284,1323,671,657
"ENSG00000204618.8_3",26,38,38,37
"ENSG00000204616.10_2",4,2,16,18
"ENSG00000231226.1_5",20,27,14,25
"ENSG00000204614.8_2",2,1,5,2
"ENSG00000204613.10_2",93,153,254,227
"ENSG00000204610.12_3",190,303,515,399
"ENSG00000234127.8_5",1985,2002,1925,2013
"ENSG00000233892.1_4",1,4,8,6
"ENSG00000243753.5_2",63,56,24,17
"ENSG00000280128.1_6",657,721,804,758
"ENSG00000231074.8_5",1246,1455,1339,1314
"ENSG00000204599.14_4",414,476,429,366
"ENSG00000241370.5_4",55,63,38,47
"ENSG00000236603.2_2",38,50,31,26
"ENSG00000204592.8_2",847,1059,1274,1126
"ENSG00000235781.1_5",6,8,9,9
"ENSG00000204590.12_2",1056,1298,804,787
"ENSG00000204576.11_2",1046,946,680,736
"ENSG00000204574.12_3",4939,5424,2455,2369
"ENSG00000204569.9_3",2522,2593,2264,2267
"ENSG00000204568.11_2",955,1125,669,684
"ENSG00000137343.17_5",1293,1260,947,1002
"ENSG00000228415.3_2",13,6,7,5
"ENSG00000204564.11_3",510,573,582,574
"ENSG00000204560.9_3",1830,2045,1741,1609
"ENSG00000146112.11_3",1242,1081,727,767
"ENSG00000137404.14_4",443,470,295,276
"ENSG00000137337.14_4",6537,7075,3084,3025
"ENSG00000196230.12_2",29886,36472,18104,16374
"ENSG00000272540.1_5",5,8,7,4
"ENSG00000137312.14_2",2751,3056,2017,2062
"ENSG00000272273.1_5",72,71,74,47
"ENSG00000137331.11_2",2195,2642,1247,1234
"ENSG00000204580.13_3",1120,1277,998,816
"ENSG00000213780.10_3",7,16,12,12
"ENSG00000137411.17_4",1328,1766,1312,1044
"ENSG00000204540.10_3",7,8,1,5
"ENSG00000204536.13_4",407,469,331,242
"ENSG00000137310.11_2",319,432,162,139
"ENSG00000204531.17_3",62,83,33,34
"ENSG00000204528.3_3",8,28,11,7
"ENSG00000272501.1_5",37,49,60,37
"ENSG00000206344.7_3",41,57,16,25
"ENSG00000204525.16_2",2335,3030,6943,6860
"ENSG00000234745.10_2",257,405,2283,1902
"ENSG00000227939.1_2",47,60,36,60
"ENSG00000272221.1_5",101,115,137,83
"ENSG00000204520.12_3",460,569,810,735
"ENSG00000206337.10_3",32,44,137,140
"ENSG00000204516.9_3",544,658,1030,1033
"ENSG00000198563.13_5",4746,5320,5150,5071
"ENSG00000201785.1",26,37,25,17
"ENSG00000213760.10_3",17,19,24,23
"ENSG00000204498.10_3",178,279,263,178
"ENSG00000232810.3_2",0,1,5,1
"ENSG00000204472.12_3",4,6,15,20
"ENSG00000204469.12_2",7850,10147,6709,6091
"ENSG00000204463.12_3",6809,9307,7341,6440
"ENSG00000204444.10_2",619,1127,2117,1993
"ENSG00000204439.3_2",248,294,223,155
"ENSG00000227198.1_5",6,13,30,23
"ENSG00000204438.10_3",546,586,325,329
"ENSG00000204435.13_4",991,1028,742,945
"ENSG00000240053.8_3",37,60,57,51
"ENSG00000204428.12_3",13,15,4,7
"ENSG00000204427.11_3",53,65,78,40
"ENSG00000213722.8_3",110,171,120,84
"ENSG00000213719.8_3",4354,5798,3410,3116
"ENSG00000204410.14_3",275,300,203,244
"ENSG00000228727.8_3",38,50,19,14
"ENSG00000235663.1_5",21,33,20,19
"ENSG00000204396.10_2",70,86,100,81
"ENSG00000204394.12_3",2076,3102,1821,1505
"ENSG00000201555.1",5,5,4,2
"ENSG00000204392.10_2",444,499,332,290
"ENSG00000204390.9_3",33,47,26,26
"ENSG00000204389.9_3",1231,1254,684,741
"ENSG00000204388.6_3",637,703,492,432
"ENSG00000204387.13_3",344,338,370,334
"ENSG00000204386.10_3",4023,4548,3742,3516
"ENSG00000204385.11_3",236,243,88,105
"ENSG00000237080.3_5",8,8,5,4
"ENSG00000204371.11_2",2172,2398,1740,1487
"ENSG00000166278.14_5",794,1047,3054,2769
"ENSG00000204366.3_2",307,355,186,160
"ENSG00000243649.8_3",347,520,1196,1055
"ENSG00000204356.13_4",1109,1237,945,896
"ENSG00000204351.11_2",1188,1478,1150,972
"ENSG00000204348.9_3",329,443,393,442
"ENSG00000204344.14_3",226,264,216,186
"ENSG00000244731.7_4",791,1115,1092,1005
"ENSG00000204338.8_2",42,84,66,52
"ENSG00000224389.9_4",923,1300,1323,1177
"ENSG00000231852.7_4",35,75,55,28
"ENSG00000168477.19_5",24,30,29,22
"ENSG00000213676.12_5",1221,1378,1081,940
"ENSG00000204315.3_2",65,89,31,42
"ENSG00000204314.11_3",152,215,129,106
"ENSG00000284954.1_2",36,35,24,26
"ENSG00000221988.12_4",342,391,446,455
"ENSG00000258388.7_3",6,8,5,1
"ENSG00000241404.6_3",86,60,67,54
"ENSG00000204310.12_3",4094,4195,4991,5423
"ENSG00000204308.7_2",1679,1735,1287,1470
"ENSG00000204305.13_3",96,158,136,158
"ENSG00000204304.11_3",4102,4573,4866,4682
"ENSG00000213654.9_3",66,57,52,38
"ENSG00000204301.6_3",12,18,11,11
"ENSG00000237285.1_4",5,1,0,2
"ENSG00000204267.13_4",424,384,375,386
"ENSG00000204264.9_3",264,326,377,315
"ENSG00000204261.8_5",5,20,22,22
"ENSG00000240065.7_3",111,115,98,101
"ENSG00000168394.11_3",511,524,637,563
"ENSG00000234515.1_2",5,4,2,4
"ENSG00000204257.14_3",23,30,24,20
"ENSG00000204256.12_6",8259,8971,6137,6103
"ENSG00000231389.7_4",5,3,5,1
"ENSG00000204248.10_4",22,29,19,11
"ENSG00000204231.10_2",771,958,898,748
"ENSG00000112473.17_4",5782,7047,6488,5929
"ENSG00000204228.3_2",72,102,125,67
"ENSG00000204227.4_2",1360,1526,1063,1141
"ENSG00000272217.1_5",4,8,14,11
"ENSG00000232940.5_4",6,8,10,9
"ENSG00000223501.8_2",1711,1885,1382,1315
"ENSG00000231500.6_2",5248,6773,7579,6274
"ENSG00000227057.9_3",759,967,626,606
"ENSG00000204220.11_3",543,671,475,385
"ENSG00000237441.9_2",579,702,592,534
"ENSG00000231925.11_2",3994,4312,5406,5379
"ENSG00000236104.2_3",195,208,176,185
"ENSG00000204209.12_5",1247,1462,806,748
"ENSG00000228285.2_2",2,7,4,1
"ENSG00000237649.7_2",1572,1744,318,352
"ENSG00000204194.1_2",2,6,3,1
"ENSG00000112511.17_2",518,754,1011,900
"ENSG00000112514.15_3",809,890,989,879
"ENSG00000197283.16_6",653,692,545,531
"ENSG00000030110.12_2",440,528,396,444
"ENSG00000096433.10_2",4460,4688,2605,2536
"ENSG00000137288.9_4",223,267,214,202
"ENSG00000161896.11_2",17,22,9,4
"ENSG00000161904.11_3",919,1075,841,748
"ENSG00000214810.4_4",8,9,3,5
"ENSG00000137309.19_2",13526,16368,7299,7533
"ENSG00000186577.13_6",115,113,75,75
"ENSG00000220583.1_4",3,10,14,6
"ENSG00000225339.2",11,12,14,10
"ENSG00000272325.1_3",1204,1431,433,434
"ENSG00000124614.15_5",76,55,51,49
"ENSG00000196821.9_4",1825,2449,1685,1567
"ENSG00000272288.5_5",14,19,20,19
"ENSG00000217130.1_5",17,26,19,23
"ENSG00000124562.9_3",4564,4051,2433,2343
"ENSG00000065060.16_2",2237,2515,1972,1796
"ENSG00000064995.17_3",677,829,504,451
"ENSG00000064999.14_4",1445,1544,1042,1067
"ENSG00000146197.8_4",7,6,0,7
"ENSG00000272374.1_5",59,62,40,51
"ENSG00000065029.14_4",536,629,662,629
"ENSG00000023892.10_2",242,282,217,177
"ENSG00000112033.13_3",695,758,675,732
"ENSG00000112039.4_3",147,179,132,128
"ENSG00000198755.10_2",4849,5718,4344,3688
"ENSG00000007866.20_6",1360,1589,1634,1576
"ENSG00000219023.1_5",26,28,34,31
"ENSG00000096060.14_2",2231,2502,712,653
